source_file,gpu_name,gpu_num,benchmark_gpu_name,gpu_vendor,benchmark_generation,benchmark_family,benchmark_release_date,benchmark_release_price_usd,benchmark_tdp_w,benchmark_memory_bytes,benchmark_memory_bandwidth_bytes_per_s,benchmark_fp32_flops,benchmark_tf32_flops,benchmark_tensor_fp16_bf16_flops,benchmark_fp8_flops,benchmark_max_performance,benchmark_energy_efficiency,benchmark_process_size_nm,normalize_status,normalize_reason,paper_id
2020.acl-main.204_gpu.json,NVIDIA Tesla P100,1,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,normalized NVIDIA special-case rule,2020.acl-main.204
2020.acl-main.207_gpu.json,Titan V 12G,1,NVIDIA Titan V,NVIDIA,Volta,TITAN,2017-12-01,2999,250,12000000000,651000000000,14900000000000,,,,29800000000000,119200000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.207
2020.acl-main.215_gpu.json,NVIDIA GTX 1080 Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,alias_match,2020.acl-main.215
2020.acl-main.21_gpu.json,Nvidia RTX 2080Ti,2,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.21
2020.acl-main.220_gpu.json,Nvidia TitanX,8,NVIDIA GeForce GTX TITAN X,NVIDIA,Maxwell,TITAN,2015-03-17,999,250,12000000000,336600000000,6691000000000,,,,6691000000000,26764000000,28,normalized,normalized NVIDIA special-case rule,2020.acl-main.220
2020.acl-main.222_gpu.json,NVIDIA V100,64,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.222
2020.acl-main.227_gpu.json,Tesla P100,1,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,normalized NVIDIA special-case rule,2020.acl-main.227
2020.acl-main.235_gpu.json,NVIDIA Tesla v100,1,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.235
2020.acl-main.238_gpu.json,2080Ti,1,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.238
2020.acl-main.23_gpu.json,Nvidia GTX 1080,1,NVIDIA GeForce GTX 1080,NVIDIA,Pascal,GeForce GTX,2016-05-27,599,180,8000000000,320300000000,8873000000000,,,,8873000000000,49294444444.444397,16,normalized,alias_match,2020.acl-main.23
2020.acl-main.241_gpu.json,NVIDIA Tesla P40,,NVIDIA P40,NVIDIA,Pascal,Tesla,2016-09-13,5699,250,24000000000,694300000000,11760000000000,,,,11760000000000,47040000000,,normalized,manual_default_variant_rule,2020.acl-main.241
2020.acl-main.246_gpu.json,NVIDIA Titan RTX,,NVIDIA TITAN RTX,NVIDIA,Turing,TITAN,,,,24000000000,,,,130500000000000,,,,,normalized,exact_match,2020.acl-main.246
2020.acl-main.246_gpu.json,Titan V,,NVIDIA Titan V,NVIDIA,Volta,TITAN,2017-12-01,2999,250,12000000000,651000000000,14900000000000,,,,29800000000000,119200000000,12,normalized,alias_match,2020.acl-main.246
2020.acl-main.246_gpu.json,RTX 2080 Ti,,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.246
2020.acl-main.247_gpu.json,P100,16,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,normalized NVIDIA special-case rule,2020.acl-main.247
2020.acl-main.24_gpu.json,NVIDIA V100 32GB,56,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.24
2020.acl-main.253_gpu.json,Volta GPU,128,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,manual_default_variant_rule,2020.acl-main.253
2020.acl-main.254_gpu.json,GeForce GTX Titan-X,1,NVIDIA GeForce GTX TITAN X,NVIDIA,Maxwell,TITAN,2015-03-17,999,250,12000000000,336600000000,6691000000000,,,,6691000000000,26764000000,28,normalized,alias_match,2020.acl-main.254
2020.acl-main.277_gpu.json,NVIDIA P40,1,NVIDIA P40,NVIDIA,Pascal,Tesla,2016-09-13,5699,250,24000000000,694300000000,11760000000000,,,,11760000000000,47040000000,,normalized,exact_match,2020.acl-main.277
2020.acl-main.299_gpu.json,NVIDIA GeForce GTX Titan Xp,1,NVIDIA TITAN Xp,NVIDIA,Pascal,TITAN,2017-04-06,1199,250,12000000000,548000000000,12150000000000,,,,12150000000000,48600000000,16,normalized,manual_default_variant_rule,2020.acl-main.299
2020.acl-main.301_gpu.json,NVIDIA GeForce GTX 1080Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,exact_match,2020.acl-main.301
2020.acl-main.302_gpu.json,GeForce GTX 1080 Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,alias_match,2020.acl-main.302
2020.acl-main.306_gpu.json,NVIDIA RTX 2080 Ti,,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.306
2020.acl-main.319_gpu.json,Nvidia 1080ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2020.acl-main.319
2020.acl-main.322_gpu.json,TiTan V,1,NVIDIA Titan V,NVIDIA,Volta,TITAN,2017-12-01,2999,250,12000000000,651000000000,14900000000000,,,,29800000000000,119200000000,12,normalized,alias_match,2020.acl-main.322
2020.acl-main.323_gpu.json,GTX 1080Ti,2,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,alias_match,2020.acl-main.323
2020.acl-main.324_gpu.json,V100,8,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.324
2020.acl-main.340_gpu.json,1080Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,alias_match,2020.acl-main.340
2020.acl-main.344_gpu.json,Tesla P40,4,NVIDIA P40,NVIDIA,Pascal,Tesla,2016-09-13,5699,250,24000000000,694300000000,11760000000000,,,,11760000000000,47040000000,,normalized,manual_default_variant_rule,2020.acl-main.344
2020.acl-main.350_gpu.json,NVIDIA Tesla V100,2,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.350
2020.acl-main.368_gpu.json,Nvidia GeForce GTX 1080Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,exact_match,2020.acl-main.368
2020.acl-main.36_gpu.json,Nvidia 1080Ti,8,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2020.acl-main.36
2020.acl-main.36_gpu.json,Nvidia 1080Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2020.acl-main.36
2020.acl-main.370_gpu.json,NVIDIA P100,1,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,normalized NVIDIA special-case rule,2020.acl-main.370
2020.acl-main.37_gpu.json,GTX 1080 Ti,2,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,alias_match,2020.acl-main.37
2020.acl-main.388_gpu.json,NVIDIA GeForce RTX 2080Ti,1,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,exact_match,2020.acl-main.388
2020.acl-main.38_gpu.json,GTX 1080 Ti,2,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,alias_match,2020.acl-main.38
2020.acl-main.397_gpu.json,Nvidia GeForce GTX 2080 Ti,2,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,exact_match,2020.acl-main.397
2020.acl-main.40_gpu.json,P100,8,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,normalized NVIDIA special-case rule,2020.acl-main.40
2020.acl-main.410_gpu.json,NVIDIA GeForce GTX 1080,,NVIDIA GeForce GTX 1080,NVIDIA,Pascal,GeForce GTX,2016-05-27,599,180,8000000000,320300000000,8873000000000,,,,8873000000000,49294444444.444397,16,normalized,exact_match,2020.acl-main.410
2020.acl-main.43_gpu.json,Quadro RTX 8000,,NVIDIA Quadro RTX 8000,NVIDIA,Turing,Quadro,2018-08-13,,260,48000000000,672000000000,16300000000000,,110000000000000,,32620000000000,125461538461.53799,12,normalized,alias_match,2020.acl-main.43
2020.acl-main.443_gpu.json,NVIDIA Titan X Pascal,3,NVIDIA TITAN X Pascal,NVIDIA,Pascal,TITAN,,,,12000000000,,,,,,,,,normalized,exact_match,2020.acl-main.443
2020.acl-main.451_gpu.json,NVIDIA P100,1,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,normalized NVIDIA special-case rule,2020.acl-main.451
2020.acl-main.460_gpu.json,Titan X,1,NVIDIA GeForce GTX TITAN X,NVIDIA,Maxwell,TITAN,2015-03-17,999,250,12000000000,336600000000,6691000000000,,,,6691000000000,26764000000,28,normalized,normalized NVIDIA special-case rule,2020.acl-main.460
2020.acl-main.460_gpu.json,Titan X,1,NVIDIA GeForce GTX TITAN X,NVIDIA,Maxwell,TITAN,2015-03-17,999,250,12000000000,336600000000,6691000000000,,,,6691000000000,26764000000,28,normalized,normalized NVIDIA special-case rule,2020.acl-main.460
2020.acl-main.467_gpu.json,NVIDIA P40,,NVIDIA P40,NVIDIA,Pascal,Tesla,2016-09-13,5699,250,24000000000,694300000000,11760000000000,,,,11760000000000,47040000000,,normalized,exact_match,2020.acl-main.467
2020.acl-main.469_gpu.json,Tesla V100,4,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.469
2020.acl-main.469_gpu.json,GTX 1080Ti,,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,alias_match,2020.acl-main.469
2020.acl-main.471_gpu.json,NVIDIA Titan V,1,NVIDIA Titan V,NVIDIA,Volta,TITAN,2017-12-01,2999,250,12000000000,651000000000,14900000000000,,,,29800000000000,119200000000,12,normalized,exact_match,2020.acl-main.471
2020.acl-main.496_gpu.json,NVIDIA Tesla V100,,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.496
2020.acl-main.504_gpu.json,NVIDIA Tesla V100 16GB,8,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.504
2020.acl-main.510_gpu.json,NVIDIA Tesla M40 24GB,1,NVIDIA M40,NVIDIA,Maxwell,Tesla,2015-11-10,10799,250,12000000000,288000000000,6832000000000,,,,6832000000000,27328000000,,normalized,normalized NVIDIA special-case rule,2020.acl-main.510
2020.acl-main.522_gpu.json,V100,1,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.522
2020.acl-main.523_gpu.json,NVIDIA Tesla P100,,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,normalized NVIDIA special-case rule,2020.acl-main.523
2020.acl-main.528_gpu.json,NVIDIA TITAN X,,NVIDIA GeForce GTX TITAN X,NVIDIA,Maxwell,TITAN,2015-03-17,999,250,12000000000,336600000000,6691000000000,,,,6691000000000,26764000000,28,normalized,normalized NVIDIA special-case rule,2020.acl-main.528
2020.acl-main.536_gpu.json,NVIDIA V100 32GB,8,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.536
2020.acl-main.539_gpu.json,P40,4,NVIDIA P40,NVIDIA,Pascal,Tesla,2016-09-13,5699,250,24000000000,694300000000,11760000000000,,,,11760000000000,47040000000,,normalized,alias_match,2020.acl-main.539
2020.acl-main.552_gpu.json,Tesla V100 16G,8,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.552
2020.acl-main.553_gpu.json,GeForce RTX 2080 Ti,1,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.553
2020.acl-main.555_gpu.json,Tesla V100,4,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.555
2020.acl-main.586_gpu.json,Tesla V100,8,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.586
2020.acl-main.586_gpu.json,RTX 2080,4,NVIDIA GeForce RTX 2080,NVIDIA,Turing,GeForce RTX,,,,8000000000,,,,107000000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.586
2020.acl-main.593_gpu.json,Quadro RTX 8000,1,NVIDIA Quadro RTX 8000,NVIDIA,Turing,Quadro,2018-08-13,,260,48000000000,672000000000,16300000000000,,110000000000000,,32620000000000,125461538461.53799,12,normalized,alias_match,2020.acl-main.593
2020.acl-main.595_gpu.json,NVIDIA Tesla V100,,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.595
2020.acl-main.599_gpu.json,Tesla P40,4,NVIDIA P40,NVIDIA,Pascal,Tesla,2016-09-13,5699,250,24000000000,694300000000,11760000000000,,,,11760000000000,47040000000,,normalized,manual_default_variant_rule,2020.acl-main.599
2020.acl-main.604_gpu.json,Nvidia Tesla P40,4,NVIDIA P40,NVIDIA,Pascal,Tesla,2016-09-13,5699,250,24000000000,694300000000,11760000000000,,,,11760000000000,47040000000,,normalized,manual_default_variant_rule,2020.acl-main.604
2020.acl-main.604_gpu.json,Nvidia Tesla P100,1,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,normalized NVIDIA special-case rule,2020.acl-main.604
2020.acl-main.616_gpu.json,NVIDIA Titan Xp,1,NVIDIA TITAN Xp,NVIDIA,Pascal,TITAN,2017-04-06,1199,250,12000000000,548000000000,12150000000000,,,,12150000000000,48600000000,16,normalized,exact_match,2020.acl-main.616
2020.acl-main.616_gpu.json,GeForce 2080Ti,4,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.616
2020.acl-main.617_gpu.json,NVIDIA Tesla P100,,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,normalized NVIDIA special-case rule,2020.acl-main.617
2020.acl-main.624_gpu.json,GeForce RTX 2060,1,NVIDIA GeForce RTX 2060 SUPER,NVIDIA,Turing,GeForce RTX,,,,8000000000,,,,,,,,,normalized,manual_default_variant_rule,2020.acl-main.624
2020.acl-main.625_gpu.json,NVidia Pascal-100,4,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,manual_default_variant_rule,2020.acl-main.625
2020.acl-main.625_gpu.json,NVidia Volta-100,4,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,manual_default_variant_rule,2020.acl-main.625
2020.acl-main.638_gpu.json,Tesla P100,1,NVIDIA Tesla P100 PCIe 16GB,NVIDIA,Pascal,Tesla,2016-06-20,,250,,732200000000,9526000000000,,,,19050000000000,76200000000,16,normalized,normalized NVIDIA special-case rule,2020.acl-main.638
2020.acl-main.640_gpu.json,GeForce GTX 1080 Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,alias_match,2020.acl-main.640
2020.acl-main.648_gpu.json,RTX 2080,,NVIDIA GeForce RTX 2080,NVIDIA,Turing,GeForce RTX,,,,8000000000,,,,107000000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.648
2020.acl-main.648_gpu.json,RTX 2080,1,NVIDIA GeForce RTX 2080,NVIDIA,Turing,GeForce RTX,,,,8000000000,,,,107000000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.648
2020.acl-main.648_gpu.json,RTX 2080,1,NVIDIA GeForce RTX 2080,NVIDIA,Turing,GeForce RTX,,,,8000000000,,,,107000000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.648
2020.acl-main.648_gpu.json,RTX 2080,1,NVIDIA GeForce RTX 2080,NVIDIA,Turing,GeForce RTX,,,,8000000000,,,,107000000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.648
2020.acl-main.665_gpu.json,Nvidia 1080 Ti,2,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2020.acl-main.665
2020.acl-main.670_gpu.json,Quadro RTX 8000 48Gb,,NVIDIA Quadro RTX 8000,NVIDIA,Turing,Quadro,2018-08-13,,260,48000000000,672000000000,16300000000000,,110000000000000,,32620000000000,125461538461.53799,12,normalized,normalized RTX professional special-case rule,2020.acl-main.670
2020.acl-main.686_gpu.json,Nvidia TITAN Xp GPU,,NVIDIA TITAN Xp,NVIDIA,Pascal,TITAN,2017-04-06,1199,250,12000000000,548000000000,12150000000000,,,,12150000000000,48600000000,16,normalized,manual_default_variant_rule,2020.acl-main.686
2020.acl-main.687_gpu.json,GeForce RTX 2080 Ti,1,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.687
2020.acl-main.704_gpu.json,Nvidia Tesla V100,,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.704
2020.acl-main.705_gpu.json,NVIDIA Titan RTX,1,NVIDIA TITAN RTX,NVIDIA,Turing,TITAN,,,,24000000000,,,,130500000000000,,,,,normalized,exact_match,2020.acl-main.705
2020.acl-main.705_gpu.json,V100,1,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.705
2020.acl-main.705_gpu.json,V100,4,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2020.acl-main.705
2020.acl-main.718_gpu.json,NVIDIA 1080Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2020.acl-main.718
2020.acl-main.720_gpu.json,GeForce RTX 2080 Ti,,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2020.acl-main.720
2020.acl-main.731_gpu.json,Titan Xp,4,NVIDIA TITAN Xp,NVIDIA,Pascal,TITAN,2017-04-06,1199,250,12000000000,548000000000,12150000000000,,,,12150000000000,48600000000,16,normalized,alias_match,2020.acl-main.731
