paper_id,is_strict,is_lb1_gfimp,paper_year,paper_venue,paper_max_row_compute_capability,paper_max_row_compute_capability_gfimp_lb1,n_organizations,has_company,has_education,has_industry_academia,has_cross_sector,has_international_collab,topic,max_tflops_raw,max_tflops_lb1,log10_max_tflops_raw,log10_max_tflops_lb1,log1p_n_organizations,Company_i,IndustryAcademia_i,CrossSector_i,International_i,nOrganizations_i,log1p_nOrganizations_i,year_fe,topic_fe,venue_fe
2020.acl-main.167,1,1,2020,ACL,112000000000000.0,112000000000000,2,0,1,0,1,1,Generation,112.0,112.0,2.0492180226701815,2.0492180226701815,1.0986122886681098,0,0,1,1,2,1.0986122886681098,2020,Generation,ACL
2020.acl-main.171,1,1,2020,ACL,448000000000000.0,448000000000000,2,1,1,1,1,0,Machine Translation,448.0,448.0,2.651278013998144,2.651278013998144,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Machine Translation,ACL
2020.acl-main.200,0,1,2020,ACL,,9300000000000,1,1,0,0,0,0,Language Modeling,,9.3,,0.9684829485539351,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Language Modeling,ACL
2020.acl-main.202,0,1,2020,ACL,,9526000000000,1,1,0,0,0,0,Efficient Methods for NLP,,9.526,,0.9789105771755716,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Efficient Methods for NLP,ACL
2020.acl-main.204,0,1,2020,ACL,,9526000000000,2,0,1,0,1,0,Efficient Methods for NLP,,9.526,,0.9789105771755716,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2020,Efficient Methods for NLP,ACL
2020.acl-main.207,0,1,2020,ACL,,14900000000000,2,0,1,0,1,0,Machine Learning for NLP,,14.9,,1.173186268412274,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2020,Machine Learning for NLP,ACL
2020.acl-main.21,1,1,2020,ACL,227600000000000.0,227600000000000,1,0,1,0,0,0,Generation,227.6,227.6,2.3571722577230334,2.3571722577230334,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Generation,ACL
2020.acl-main.215,0,1,2020,ACL,,11340000000000,1,0,0,0,0,0,Dialogue and Interactive Systems,,11.34,,1.0546130545568877,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Dialogue and Interactive Systems,ACL
2020.acl-main.220,0,1,2020,ACL,,53528000000000,4,1,1,1,1,1,Dialogue and Interactive Systems,,53.528,,1.7285810168713744,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2020,Dialogue and Interactive Systems,ACL
2020.acl-main.222,1,1,2020,ACL,7168000000000000.0,7168000000000000,1,1,0,0,0,0,Dialogue and Interactive Systems,7168.0,7168.0,3.8553979966540686,3.8553979966540686,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Dialogue and Interactive Systems,ACL
2020.acl-main.227,0,1,2020,ACL,,9526000000000,5,1,1,1,1,1,Generation,,9.526,,0.9789105771755716,1.791759469228055,1,1,1,1,5,1.791759469228055,2020,Generation,ACL
2020.acl-main.23,0,1,2020,ACL,,8873000000000,4,1,1,1,1,1,Generation,,8.873,,0.9480704815189411,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2020,Generation,ACL
2020.acl-main.235,1,1,2020,ACL,112000000000000.0,112000000000000,3,1,1,1,1,1,Generation,112.0,112.0,2.0492180226701815,2.0492180226701815,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2020,Generation,ACL
2020.acl-main.238,1,1,2020,ACL,113800000000000.0,113800000000000,1,0,1,0,0,0,Machine Learning for NLP,113.8,113.8,2.056142262059052,2.056142262059052,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Machine Learning for NLP,ACL
2020.acl-main.24,1,1,2020,ACL,6272000000000000.0,6272000000000000,1,1,0,0,0,0,Language Modeling,6272.0,6272.0,3.797406049676382,3.797406049676382,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Language Modeling,ACL
2020.acl-main.241,0,1,2020,ACL,,11760000000000,1,1,0,0,0,0,NLP and Symbolic Reasoning,,11.76,,1.0704073217401198,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,NLP and Symbolic Reasoning,ACL
2020.acl-main.246,0,1,2020,ACL,,130500000000000,2,0,1,0,1,0,Resources and Evaluation,,130.5,,2.1156105116742996,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2020,Resources and Evaluation,ACL
2020.acl-main.247,0,1,2020,ACL,,152416000000000,2,0,1,0,1,1,Question Answering,,152.416,,2.1830305598314963,1.0986122886681098,0,0,1,1,2,1.0986122886681098,2020,Question Answering,ACL
2020.acl-main.253,1,1,2020,ACL,1.4336e+16,14336000000000000,1,1,0,0,0,0,Machine Translation,14336.0,14336.0,4.15642799231805,4.15642799231805,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Machine Translation,ACL
2020.acl-main.254,0,1,2020,ACL,,6691000000000,2,1,1,1,1,1,Machine Translation,,6.691,,0.8254910298794309,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2020,Machine Translation,ACL
2020.acl-main.277,0,1,2020,ACL,,11760000000000,1,1,0,0,0,0,Machine Translation,,11.76,,1.0704073217401198,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Machine Translation,ACL
2020.acl-main.299,0,1,2020,ACL,,12150000000000,1,0,1,0,0,0,"Syntax: Tagging, Chunking and Parsing",,12.15,,1.084576277934331,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,"Syntax: Tagging, Chunking and Parsing",ACL
2020.acl-main.301,0,1,2020,ACL,,11340000000000,3,1,1,1,1,1,"Syntax: Tagging, Chunking and Parsing",,11.34,,1.0546130545568877,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2020,"Syntax: Tagging, Chunking and Parsing",ACL
2020.acl-main.302,0,1,2020,ACL,,11340000000000,1,0,1,0,0,0,"Syntax: Tagging, Chunking and Parsing",,11.34,,1.0546130545568877,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,"Syntax: Tagging, Chunking and Parsing",ACL
2020.acl-main.306,0,1,2020,ACL,,113800000000000,3,1,1,1,1,1,"Multimodality and Language Grounding to Vision, Robotics and Beyond",,113.8,,2.056142262059052,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2020,"Multimodality and Language Grounding to Vision, Robotics and Beyond",ACL
2020.acl-main.319,0,1,2020,ACL,,11340000000000,2,1,1,1,1,0,Machine Translation,,11.34,,1.0546130545568877,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Machine Translation,ACL
2020.acl-main.322,0,1,2020,ACL,,14900000000000,3,1,1,1,1,0,Machine Translation,,14.9,,1.173186268412274,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2020,Machine Translation,ACL
2020.acl-main.323,0,1,2020,ACL,,22680000000000,4,1,1,1,1,1,Efficient Methods for NLP,,22.68,,1.355643050220869,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2020,Efficient Methods for NLP,ACL
2020.acl-main.324,1,1,2020,ACL,896000000000000.0,896000000000000,2,0,1,0,1,1,Machine Translation,896.0,896.0,2.9523080096621253,2.9523080096621253,1.0986122886681098,0,0,1,1,2,1.0986122886681098,2020,Machine Translation,ACL
2020.acl-main.340,0,1,2020,ACL,,11340000000000,1,0,1,0,0,0,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",,11.34,,1.0546130545568877,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",ACL
2020.acl-main.344,0,1,2020,ACL,,47040000000000,2,1,1,1,1,0,Machine Translation,,47.04,,1.672467313068082,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Machine Translation,ACL
2020.acl-main.350,1,1,2020,ACL,224000000000000.0,224000000000000,2,1,1,1,1,1,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",224.0,224.0,2.3502480183341627,2.3502480183341627,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2020,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",ACL
2020.acl-main.36,0,1,2020,ACL,,90720000000000,1,0,1,0,0,0,Machine Translation,,90.72,,1.9577030415488315,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Machine Translation,ACL
2020.acl-main.368,0,1,2020,ACL,,11340000000000,2,0,1,0,1,0,Language Modeling,,11.34,,1.0546130545568877,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2020,Language Modeling,ACL
2020.acl-main.37,0,1,2020,ACL,,22680000000000,4,1,1,1,1,1,Machine Translation,,22.68,,1.355643050220869,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2020,Machine Translation,ACL
2020.acl-main.370,0,1,2020,ACL,,9526000000000,2,1,1,1,1,0,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",,9.526,,0.9789105771755716,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",ACL
2020.acl-main.38,0,1,2020,ACL,,22680000000000,4,1,1,1,1,1,Machine Learning for NLP,,22.68,,1.355643050220869,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2020,Machine Learning for NLP,ACL
2020.acl-main.388,1,1,2020,ACL,113800000000000.0,113800000000000,2,0,1,0,0,1,Machine Learning for NLP,113.8,113.8,2.056142262059052,2.056142262059052,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2020,Machine Learning for NLP,ACL
2020.acl-main.397,1,1,2020,ACL,227600000000000.0,227600000000000,2,0,1,0,0,0,"Syntax: Tagging, Chunking and Parsing",227.6,227.6,2.3571722577230334,2.3571722577230334,1.0986122886681098,0,0,0,0,2,1.0986122886681098,2020,"Syntax: Tagging, Chunking and Parsing",ACL
2020.acl-main.40,0,1,2020,ACL,,76208000000000,4,1,1,1,1,0,Machine Translation,,76.208,,1.8820005641675153,1.6094379124341003,1,1,1,0,4,1.6094379124341003,2020,Machine Translation,ACL
2020.acl-main.410,0,1,2020,ACL,,8873000000000,1,0,1,0,0,0,Clinical and Biomedical Applications,,8.873,,0.9480704815189411,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Clinical and Biomedical Applications,ACL
2020.acl-main.43,0,1,2020,ACL,,110000000000000,4,0,1,0,1,1,Machine Learning for NLP,,110.0,,2.041392685158225,1.6094379124341003,0,0,1,1,4,1.6094379124341003,2020,Machine Learning for NLP,ACL
2020.acl-main.443,0,1,2020,ACL,,36450000000000,1,0,1,0,0,0,NLP and Code Models,,36.45,,1.5616975326539935,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,NLP and Code Models,ACL
2020.acl-main.451,0,1,2020,ACL,,9526000000000,2,1,1,1,1,0,Summarization,,9.526,,0.9789105771755716,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Summarization,ACL
2020.acl-main.460,0,1,2020,ACL,,6691000000000,2,1,1,1,1,0,Summarization,,6.691,,0.8254910298794309,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Summarization,ACL
2020.acl-main.467,0,1,2020,ACL,,11760000000000,2,0,1,0,0,0,Machine Learning for NLP,,11.76,,1.0704073217401198,1.0986122886681098,0,0,0,0,2,1.0986122886681098,2020,Machine Learning for NLP,ACL
2020.acl-main.469,1,1,2020,ACL,448000000000000.0,448000000000000,3,0,1,0,1,1,"Multimodality and Language Grounding to Vision, Robotics and Beyond",448.0,448.0,2.651278013998144,2.651278013998144,1.3862943611198906,0,0,1,1,3,1.3862943611198906,2020,"Multimodality and Language Grounding to Vision, Robotics and Beyond",ACL
2020.acl-main.471,0,1,2020,ACL,,14900000000000,2,0,1,0,0,0,Computational Social Science and Cultural Analytics,,14.9,,1.173186268412274,1.0986122886681098,0,0,0,0,2,1.0986122886681098,2020,Computational Social Science and Cultural Analytics,ACL
2020.acl-main.496,0,1,2020,ACL,,112000000000000,1,1,0,0,0,0,Interpretability and Analysis of Models for NLP,,112.0,,2.0492180226701815,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Interpretability and Analysis of Models for NLP,ACL
2020.acl-main.504,1,1,2020,ACL,896000000000000.0,896000000000000,1,1,0,0,0,0,Efficient Methods for NLP,896.0,896.0,2.9523080096621253,2.9523080096621253,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Efficient Methods for NLP,ACL
2020.acl-main.510,0,1,2020,ACL,,6832000000000,1,1,0,0,0,0,Multilingualism and Cross-Lingual NLP,,6.832,,0.8345478576809486,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Multilingualism and Cross-Lingual NLP,ACL
2020.acl-main.522,1,1,2020,ACL,112000000000000.0,112000000000000,4,1,1,1,1,1,Information Extraction,112.0,112.0,2.0492180226701815,2.0492180226701815,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2020,Information Extraction,ACL
2020.acl-main.523,0,1,2020,ACL,,9526000000000,1,1,0,0,0,0,Information Extraction,,9.526,,0.9789105771755716,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Information Extraction,ACL
2020.acl-main.528,0,1,2020,ACL,,6691000000000,1,0,1,0,0,0,Information Extraction,,6.691,,0.8254910298794309,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Information Extraction,ACL
2020.acl-main.536,1,1,2020,ACL,896000000000000.0,896000000000000,2,1,1,1,1,0,Multilingualism and Cross-Lingual NLP,896.0,896.0,2.9523080096621253,2.9523080096621253,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Multilingualism and Cross-Lingual NLP,ACL
2020.acl-main.539,0,1,2020,ACL,,47040000000000,3,1,1,1,1,1,NLP and Symbolic Reasoning,,47.04,,1.672467313068082,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2020,NLP and Symbolic Reasoning,ACL
2020.acl-main.552,1,1,2020,ACL,896000000000000.0,896000000000000,1,0,1,0,0,0,Summarization,896.0,896.0,2.9523080096621253,2.9523080096621253,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Summarization,ACL
2020.acl-main.553,1,1,2020,ACL,113800000000000.0,113800000000000,1,0,1,0,0,0,Summarization,113.8,113.8,2.056142262059052,2.056142262059052,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Summarization,ACL
2020.acl-main.555,1,1,2020,ACL,448000000000000.0,448000000000000,2,1,1,1,1,0,Summarization,448.0,448.0,2.651278013998144,2.651278013998144,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Summarization,ACL
2020.acl-main.586,1,1,2020,ACL,896000000000000.0,896000000000000,3,1,1,1,1,1,"Multimodality and Language Grounding to Vision, Robotics and Beyond",896.0,896.0,2.9523080096621253,2.9523080096621253,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2020,"Multimodality and Language Grounding to Vision, Robotics and Beyond",ACL
2020.acl-main.593,1,1,2020,ACL,110000000000000.0,110000000000000,3,0,1,0,1,0,Efficient Methods for NLP,110.0,110.0,2.041392685158225,2.041392685158225,1.3862943611198906,0,0,1,0,3,1.3862943611198906,2020,Efficient Methods for NLP,ACL
2020.acl-main.595,0,1,2020,ACL,,112000000000000,2,1,1,1,1,0,"Phonology, Morphology, and Word Segmentation",,112.0,,2.0492180226701815,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,"Phonology, Morphology, and Word Segmentation",ACL
2020.acl-main.599,0,1,2020,ACL,,47040000000000,3,1,1,1,1,1,Question Answering,,47.04,,1.672467313068082,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2020,Question Answering,ACL
2020.acl-main.604,0,1,2020,ACL,,47040000000000,3,1,1,1,1,1,Question Answering,,47.04,,1.672467313068082,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2020,Question Answering,ACL
2020.acl-main.616,1,1,2020,ACL,455200000000000.0,455200000000000,2,0,1,0,1,1,Machine Learning for NLP,455.2,455.2,2.6582022533870147,2.6582022533870147,1.0986122886681098,0,0,1,1,2,1.0986122886681098,2020,Machine Learning for NLP,ACL
2020.acl-main.617,0,1,2020,ACL,,9526000000000,3,1,1,1,1,0,NLP and Symbolic Reasoning,,9.526,,0.9789105771755716,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2020,NLP and Symbolic Reasoning,ACL
2020.acl-main.624,0,1,2020,ACL,,107000000000000,1,0,1,0,0,0,Information Extraction,,107.0,,2.0293837776852097,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Information Extraction,ACL
2020.acl-main.625,1,1,2020,ACL,448000000000000.0,448000000000000,4,1,1,1,1,0,Machine Learning for NLP,448.0,448.0,2.651278013998144,2.651278013998144,1.6094379124341003,1,1,1,0,4,1.6094379124341003,2020,Machine Learning for NLP,ACL
2020.acl-main.638,0,1,2020,ACL,,9526000000000,2,1,1,1,1,0,Dialogue and Interactive Systems,,9.526,,0.9789105771755716,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Dialogue and Interactive Systems,ACL
2020.acl-main.640,0,1,2020,ACL,,11340000000000,1,0,1,0,0,0,Generation,,11.34,,1.0546130545568877,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Generation,ACL
2020.acl-main.648,1,1,2020,ACL,107000000000000.0,107000000000000,2,0,1,0,1,1,"Phonology, Morphology, and Word Segmentation",107.0,107.0,2.0293837776852097,2.0293837776852097,1.0986122886681098,0,0,1,1,2,1.0986122886681098,2020,"Phonology, Morphology, and Word Segmentation",ACL
2020.acl-main.665,0,1,2020,ACL,,22680000000000,2,1,1,1,1,1,Generation,,22.68,,1.355643050220869,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2020,Generation,ACL
2020.acl-main.670,0,1,2020,ACL,,110000000000000,3,0,1,0,1,1,Information Extraction,,110.0,,2.041392685158225,1.3862943611198906,0,0,1,1,3,1.3862943611198906,2020,Information Extraction,ACL
2020.acl-main.686,0,1,2020,ACL,,12150000000000,2,1,1,1,1,0,Efficient Methods for NLP,,12.15,,1.084576277934331,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Efficient Methods for NLP,ACL
2020.acl-main.687,1,1,2020,ACL,113800000000000.0,113800000000000,1,0,1,0,0,0,Machine Translation,113.8,113.8,2.056142262059052,2.056142262059052,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Machine Translation,ACL
2020.acl-main.704,0,1,2020,ACL,,112000000000000,1,1,0,0,0,0,Generation,,112.0,,2.0492180226701815,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Generation,ACL
2020.acl-main.705,1,1,2020,ACL,448000000000000.0,448000000000000,2,1,1,1,1,0,Generation,448.0,448.0,2.651278013998144,2.651278013998144,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Generation,ACL
2020.acl-main.718,0,1,2020,ACL,,11340000000000,1,0,1,0,0,0,Discourse and Pragmatics,,11.34,,1.0546130545568877,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Discourse and Pragmatics,ACL
2020.acl-main.720,0,1,2020,ACL,,113800000000000,1,0,1,0,0,0,Information Extraction,,113.8,,2.056142262059052,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Information Extraction,ACL
2020.acl-main.731,0,1,2020,ACL,,48600000000000,2,0,1,0,0,1,Machine Translation,,48.6,,1.6866362692622934,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2020,Machine Translation,ACL
2020.acl-main.740,0,1,2020,ACL,,110000000000000,2,0,1,0,1,0,Language Modeling,,110.0,,2.041392685158225,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2020,Language Modeling,ACL
2020.acl-main.745,1,1,2020,ACL,1.4336e+16,14336000000000000,2,1,1,1,1,0,Language Modeling,14336.0,14336.0,4.15642799231805,4.15642799231805,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Language Modeling,ACL
2020.acl-main.747,1,1,2020,ACL,5.6e+16,56000000000000000,1,1,0,0,0,0,Multilingualism and Cross-Lingual NLP,56000.0,56000.0,4.748188027006201,4.748188027006201,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Multilingualism and Cross-Lingual NLP,ACL
2020.acl-main.753,1,1,2020,ACL,896000000000000.0,896000000000000,2,1,1,1,1,0,Machine Translation,896.0,896.0,2.9523080096621253,2.9523080096621253,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2020,Machine Translation,ACL
2020.acl-main.771,0,1,2020,ACL,,11340000000000,1,0,1,0,0,0,Interpretability and Analysis of Models for NLP,,11.34,,1.0546130545568877,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Interpretability and Analysis of Models for NLP,ACL
2020.acl-main.78,0,1,2020,ACL,,11340000000000,2,0,1,0,0,1,Interpretability and Analysis of Models for NLP,,11.34,,1.0546130545568877,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2020,Interpretability and Analysis of Models for NLP,ACL
2020.acl-main.9,1,1,2020,ACL,896000000000000.0,896000000000000,1,1,0,0,0,0,Dialogue and Interactive Systems,896.0,896.0,2.9523080096621253,2.9523080096621253,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2020,Dialogue and Interactive Systems,ACL
2020.emnlp-main.1,0,1,2020,EMNLP,,12150000000000,2,0,1,0,0,1,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",,12.15,,1.084576277934331,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2020,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",EMNLP
2020.emnlp-main.10,1,1,2020,EMNLP,1248000000000000.0,1248000000000000,2,0,1,0,1,0,Question Answering,1248.0,1248.0,3.0962145853464054,3.0962145853464054,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2020,Question Answering,EMNLP
2020.emnlp-main.103,0,1,2020,EMNLP,,107000000000000,1,0,1,0,0,0,Language Modeling,,107.0,,2.0293837776852097,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Language Modeling,EMNLP
2020.emnlp-main.105,1,1,2020,EMNLP,110000000000000.0,110000000000000,2,0,1,0,1,0,Machine Learning for NLP,110.0,110.0,2.041392685158225,2.041392685158225,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2020,Machine Learning for NLP,EMNLP
2020.emnlp-main.108,1,1,2020,EMNLP,130500000000000.0,130500000000000,3,0,1,0,1,1,Computational Social Science and Cultural Analytics,130.5,130.5,2.1156105116742996,2.1156105116742996,1.3862943611198906,0,0,1,1,3,1.3862943611198906,2020,Computational Social Science and Cultural Analytics,EMNLP
2020.emnlp-main.11,1,1,2020,EMNLP,448000000000000.0,448000000000000,1,0,1,0,0,0,Question Answering,448.0,448.0,2.651278013998144,2.651278013998144,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Question Answering,EMNLP
2020.emnlp-main.110,0,1,2020,EMNLP,,9526000000000,2,0,0,0,1,0,Computational Social Science and Cultural Analytics,,9.526,,0.9789105771755716,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2020,Computational Social Science and Cultural Analytics,EMNLP
2020.emnlp-main.111,1,1,2020,EMNLP,448000000000000.0,448000000000000,3,1,1,1,1,0,Clinical and Biomedical Applications,448.0,448.0,2.651278013998144,2.651278013998144,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2020,Clinical and Biomedical Applications,EMNLP
2020.emnlp-main.113,1,1,2020,EMNLP,428000000000000.0,428000000000000,1,0,1,0,0,0,Generation,428.0,428.0,2.6314437690131722,2.6314437690131722,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Generation,EMNLP
2020.emnlp-main.114,0,1,2020,EMNLP,,19052000000000,3,1,1,1,1,1,Clinical and Biomedical Applications,,19.052,,1.2799405728395528,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2020,Clinical and Biomedical Applications,EMNLP
2020.emnlp-main.117,0,1,2020,EMNLP,,36450000000000,1,0,1,0,0,0,Clinical and Biomedical Applications,,36.45,,1.5616975326539935,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Clinical and Biomedical Applications,EMNLP
2020.emnlp-main.120,1,1,2020,EMNLP,896000000000000.0,896000000000000,2,1,1,1,1,1,Discourse and Pragmatics,896.0,896.0,2.9523080096621253,2.9523080096621253,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2020,Discourse and Pragmatics,EMNLP
2020.emnlp-main.121,0,1,2020,EMNLP,,8873000000000,1,0,1,0,0,0,Multilingualism and Cross-Lingual NLP,,8.873,,0.9480704815189411,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2020,Multilingualism and Cross-Lingual NLP,EMNLP
2020.emnlp-main.124,0,1,2020,EMNLP,,112000000000000,3,1,1,1,1,1,Machine Learning for NLP,,112.0,,2.0492180226701815,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2020,Machine Learning for NLP,EMNLP
2020.emnlp-main.125,1,1,2020,EMNLP,112000000000000.0,112000000000000,3,0,1,0,1,1,Semantics: Lexical and Sentence-Level,112.0,112.0,2.0492180226701815,2.0492180226701815,1.3862943611198906,0,0,1,1,3,1.3862943611198906,2020,Semantics: Lexical and Sentence-Level,EMNLP
