sample,outcome,family,moderator,nobs,n_Z1,share_Z1,formula,slope_Z0_beta1,se_slope_Z0,p_slope_Z0,ci_low_slope_Z0,ci_high_slope_Z0,beta3_interaction,se_beta3,p_beta3,ci_low_beta3,ci_high_beta3,slope_Z1_beta1_plus_beta3,se_slope_Z1,p_slope_Z1,ci_low_slope_Z1,ci_high_slope_Z1,r2,interaction_term,beta3_pct_extra_return,slope_Z1_pct_return,moderator_label,moderator_main_absorbed_by_FE,q_beta3_fdr_bh,topic,n_topic_raw
gpu_lb1_2020_2023,log1p_cites,ols,topic__interpretability_and_analysis_of_models_for_nlp,3155,118,0.03740095087163233,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:topic__interpretability_and_analysis_of_models_for_nlp + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.18805098919636837,0.03578538144651344,1.4805122630670873e-07,0.11791293038817416,0.25818904800456255,0.029181179082308564,0.1790112681308825,0.8705081320758047,-0.3216744592810639,0.380036817445681,0.21723216827867692,0.1765949307433226,0.2186538422308354,-0.12888753583058055,0.5633518723879344,0.20247019025438961,log10_max_compute_c:topic__interpretability_and_analysis_of_models_for_nlp,0.029611121575357835,0.24263256851455717,Interpretability and Analysis of Models for NLP,True,0.8705081320758047,Interpretability and Analysis of Models for NLP,118
gpu_lb1_2020_2023,log1p_cites,ols,topic__dialogue_and_interactive_systems,3155,252,0.07987321711568938,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:topic__dialogue_and_interactive_systems + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.19312794894743726,0.03664695067344628,1.3645380053851382e-07,0.12130124548426667,0.26495465241060784,-0.046059961929886505,0.12075760809956544,0.7028879669912013,-0.2827405246642371,0.19062060080446408,0.14706798701755075,0.11644825950527853,0.20660820580976502,-0.08116640767516917,0.37530238171027064,0.2025097267289323,log10_max_compute_c:topic__dialogue_and_interactive_systems,-0.04501530225160055,0.1584327187382224,Dialogue and Interactive Systems,True,0.8705081320758047,Dialogue and Interactive Systems,252
gpu_lb1_2020_2023,log1p_cites,ols,topic__summarization,3155,155,0.0491283676703645,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:topic__summarization + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.19300449041463158,0.03608378917620198,8.854583935823353e-08,0.12228156320353947,0.2637274176257237,-0.0973770575680096,0.14791092855886068,0.5103137002677451,-0.3872771504632534,0.19252303532723422,0.09562743284662198,0.1445082350507532,0.5081354101548667,-0.18760350332230294,0.3788583690155469,0.2025608265178963,log10_max_compute_c:topic__summarization,-0.0927861302206282,0.10034903370960246,Summarization,True,0.8705081320758047,Summarization,155
gpu_lb1_2020_2023,log1p_cites,ols,topic__sentiment_analysis_stylistic_analysis_and_argument_mining,3155,82,0.025990491283676705,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:topic__sentiment_analysis_stylistic_analysis_and_argument_mining + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.190833654255882,0.0354942401180516,7.596109611584893e-08,0.12126622196588414,0.26040108654587985,-0.09963323051515904,0.26384015446525616,0.705707522607244,-0.6167504309425459,0.4174839699122278,0.09120042374072296,0.26227594259782006,0.7280452259683181,-0.4228509777622989,0.6052518252437449,0.20251183859570188,log10_max_compute_c:topic__sentiment_analysis_stylistic_analysis_and_argument_mining,-0.09483065434362226,0.09548854516936744,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",True,0.8705081320758047,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",82
gpu_lb1_2020_2023,log1p_cites,ols,topic__efficient_methods_for_nlp,3155,182,0.05768621236133122,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:topic__efficient_methods_for_nlp + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.1946943405069445,0.036150619096457476,7.21859848237108e-08,0.12384042905906195,0.26554825195482706,-0.10813811537642089,0.1500964461248411,0.47124333737576374,-0.402321743988566,0.18604551323572427,0.08655622513052362,0.14662004752694555,0.5549602300422892,-0.20081378743384065,0.3739262376948879,0.2026182584072237,log10_max_compute_c:topic__efficient_methods_for_nlp,-0.10249637118181809,0.09041267458922331,Efficient Methods for NLP,True,0.8705081320758047,Efficient Methods for NLP,182
gpu_lb1_2020_2023,log1p_cites,ols,topic__multimodality_and_language_grounding_to_vision_robotics_and_beyond,3155,199,0.0630744849445325,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:topic__multimodality_and_language_grounding_to_vision_robotics_and_beyond + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.20044343124761776,0.036294493536943785,3.338382676736906e-08,0.12930753107808618,0.27157933141714935,-0.13703710401215038,0.12465477262972079,0.2716228473262172,-0.3813559688674324,0.10728176084313165,0.06340632723546738,0.1210410395572031,0.6003887429714139,-0.17382975094793873,0.3006424054188735,0.20285720931545992,log10_max_compute_c:topic__multimodality_and_language_grounding_to_vision_robotics_and_beyond,-0.12806212686153906,0.0654596765734341,"Multimodality and Language Grounding to Vision, Robotics and Beyond",True,0.8603372691390605,"Multimodality and Language Grounding to Vision, Robotics and Beyond",199
gpu_lb1_2020_2023,log1p_cites,ols,topic__semantics_lexical_and_sentence_level,3155,79,0.02503961965134707,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:topic__semantics_lexical_and_sentence_level + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.1944522735068509,0.03576186789160907,5.405779700803819e-08,0.12436030041941777,0.26454424659428405,-0.21982979963199212,0.17886580240998629,0.21906399064547633,-0.5704003304214229,0.13074073115743862,-0.025377526125141214,0.17615481726153467,0.8854501178521467,-0.3706346236609838,0.3198795714107014,0.20278621136688235,log10_max_compute_c:topic__semantics_lexical_and_sentence_level,-0.19734460141836696,-0.025058223448814698,Semantics: Lexical and Sentence-Level,True,0.8603372691390605,Semantics: Lexical and Sentence-Level,79
gpu_lb1_2020_2023,log1p_cites,ols,topic__machine_translation,3155,200,0.06339144215530904,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:topic__machine_translation + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.2063307787539784,0.03650779129865265,1.588764239914569e-08,0.13477682265351443,0.2778847348544424,-0.2608789876533592,0.11198624804736942,0.01982927489152908,-0.4803680005899722,-0.041389974716746186,-0.05454820889938081,0.10809059168805125,0.6138027885579062,-0.2664018756755858,0.15730545787682418,0.20364145265119582,log10_max_compute_c:topic__machine_translation,-0.22962586124304585,-0.053087141869251786,Machine Translation,True,0.32193312047207756,Machine Translation,200
gpu_lb1_2020_2023,log1p_cites,ols,topic__question_answering,3155,148,0.046909667194928686,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:topic__question_answering + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.2017609514037156,0.03603831026843354,2.1619809355119294e-08,0.13112716121390586,0.2723947415935254,-0.26821623791899,0.13615939205634378,0.04885332509387972,-0.535083742506293,-0.0013487333316870576,-0.06645528651527441,0.13310869144287252,0.6175991874484941,-0.3273435277725594,0.19443295474201058,0.20336675356528755,log10_max_compute_c:topic__question_answering,-0.2352576030821305,-0.06429524645882545,Question Answering,True,0.32193312047207756,Question Answering,148
gpu_lb1_2020_2023,log1p_cites,ols,topic__nlp_and_symbolic_reasoning,3155,111,0.03518225039619651,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:topic__nlp_and_symbolic_reasoning + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.19893114857064376,0.035791910913448986,2.7289614988790662e-08,0.12878029224241763,0.2690820048988699,-0.33675237907493744,0.15789743611271953,0.03294699572364932,-0.6462256671070818,-0.027279091042793024,-0.13782123050429368,0.15550533363510297,0.3754667903540271,-0.44260608383298056,0.1669636228243932,0.20340766624567186,log10_max_compute_c:topic__nlp_and_symbolic_reasoning,-0.28591435944106525,-0.1287455684600204,NLP and Symbolic Reasoning,True,0.32193312047207756,NLP and Symbolic Reasoning,111
